on road old,on road now,years,km,rating,condition,economy,top speed,hp,torque,current price,depreciation,km_per_year,performance,value_score
545669.0,718201.0,7.0,95728.0,4.0,7.0,11.0,199.0,64.0,77.0,249765.5,295903.5,11966.0,141.0,44.0
634234.0,882393.0,4.0,115760.0,1.0,4.0,15.0,145.0,51.0,138.0,295553.5,338680.5,23152.0,189.0,15.0
523773.0,754405.0,4.0,89677.0,3.0,6.0,9.0,142.0,87.0,122.0,284094.5,239678.5,17935.4,209.0,27.0
633198.0,860423.0,3.0,147282.0,3.0,8.0,14.0,169.0,101.0,106.0,174352.5,458845.5,36820.5,207.0,42.0
688912.0,771917.0,3.0,104178.0,2.0,2.0,14.0,156.0,94.0,86.0,313879.0,375033.0,26044.5,180.0,28.0
575455.0,806748.0,6.0,136584.0,1.0,8.0,11.0,182.0,108.0,79.0,157507.0,417948.0,19512.0,187.0,11.0
663565.0,748355.0,7.0,104233.0,1.0,6.0,9.0,156.0,82.0,110.0,284727.5,378837.5,13029.125,192.0,9.0
601674.0,802226.0,2.0,62186.0,3.0,3.0,9.0,191.0,95.0,112.0,453672.5,148001.5,20728.666666666668,207.0,27.0
505900.0,809405.0,7.0,92598.0,5.0,7.0,14.0,186.0,86.0,120.0,289117.0,216783.0,11574.75,206.0,70.0
698284.0,763217.0,5.0,147599.0,5.0,9.0,12.0,163.0,52.0,92.0,170104.5,528179.5,24599.833333333332,144.0,60.0
533513.0,730049.0,6.0,55316.0,3.0,3.0,11.0,159.0,109.0,122.0,407127.5,126385.5,7902.285714285715,231.0,33.0
629786.0,737281.0,6.0,125022.0,3.0,10.0,14.0,188.0,85.0,137.0,229982.0,399804.0,17860.285714285714,222.0,42.0
691388.0,811335.0,6.0,61559.0,3.0,9.0,12.0,160.0,53.0,105.0,531114.5,160273.5,8794.142857142857,158.0,36.0
649156.0,810867.0,6.0,72457.0,4.0,4.0,10.0,153.0,76.0,113.0,437540.5,211615.5,10351.0,189.0,40.0
503856.0,768757.0,3.0,77675.0,3.0,5.0,15.0,161.0,83.0,102.0,327454.5,176401.5,19418.75,185.0,45.0
654984.0,768431.0,3.0,113292.0,2.0,5.0,8.0,147.0,118.0,140.0,260231.0,394753.0,28323.0,258.0,16.0
572568.0,773539.0,2.0,114592.0,3.0,6.0,10.0,200.0,60.0,98.0,218908.0,353660.0,38197.333333333336,158.0,30.0
568614.0,791824.0,5.0,98691.0,2.0,7.0,11.0,160.0,52.0,84.0,292520.5,276093.5,16448.5,136.0,22.0
546458.0,825190.0,3.0,115636.0,4.0,8.0,12.0,142.0,105.0,93.0,240296.5,306161.5,28909.0,198.0,48.0
683685.0,754601.0,6.0,70511.0,2.0,9.0,15.0,185.0,117.0,79.0,463054.5,220630.5,10073.0,196.0,30.0
534259.0,703802.0,5.0,134781.0,4.0,8.0,15.0,155.0,108.0,99.0,95533.5,438725.5,22463.5,207.0,60.0
621793.0,855595.0,7.0,98931.0,4.0,8.0,12.0,162.0,104.0,74.0,351704.5,270088.5,12366.375,178.0,48.0
667370.0,760930.0,6.0,69230.0,2.0,1.0,13.0,151.0,118.0,76.0,433615.5,233754.5,9890.0,194.0,26.0
559701.0,789783.0,5.0,147852.0,3.0,10.0,15.0,157.0,77.0,73.0,132159.0,427542.0,24642.0,150.0,45.0
506701.0,848062.0,7.0,96596.0,3.0,9.0,9.0,192.0,52.0,104.0,312454.5,194246.5,12074.5,156.0,27.0
520219.0,714158.0,6.0,85398.0,1.0,1.0,13.0,139.0,108.0,77.0,271956.0,248263.0,12199.714285714286,185.0,13.0
584928.0,862503.0,7.0,136402.0,1.0,1.0,12.0,195.0,74.0,85.0,169954.0,414974.0,17050.25,159.0,12.0
589508.0,737952.0,3.0,87920.0,5.0,6.0,15.0,182.0,71.0,127.0,317681.5,271826.5,21980.0,198.0,75.0
697680.0,705256.0,7.0,129855.0,2.0,6.0,9.0,157.0,92.0,70.0,177748.5,519931.5,16231.875,162.0,18.0
688239.0,816921.0,6.0,92517.0,5.0,10.0,13.0,197.0,68.0,131.0,430469.0,257770.0,13216.714285714286,199.0,65.0
510141.0,738380.0,3.0,100966.0,1.0,5.0,11.0,157.0,93.0,80.0,222063.5,288077.5,25241.5,173.0,11.0
662454.0,822625.0,4.0,145796.0,4.0,1.0,13.0,176.0,52.0,120.0,159614.5,502839.5,29159.2,172.0,52.0
632769.0,841027.0,7.0,60944.0,4.0,6.0,11.0,151.0,116.0,111.0,489368.0,143401.0,7618.0,227.0,44.0
604287.0,786970.0,4.0,100572.0,3.0,9.0,12.0,141.0,63.0,71.0,322684.0,281603.0,20114.4,134.0,36.0
650757.0,759867.0,7.0,69950.0,1.0,7.0,12.0,170.0,111.0,105.0,425777.5,224979.5,8743.75,216.0,12.0
634648.0,822670.0,7.0,79220.0,1.0,8.0,15.0,200.0,116.0,90.0,420075.5,214572.5,9902.5,206.0,15.0
563465.0,892776.0,3.0,71598.0,5.0,1.0,12.0,195.0,97.0,70.0,443423.0,120042.0,17899.5,167.0,60.0
691381.0,856771.0,7.0,112884.0,1.0,3.0,14.0,156.0,79.0,99.0,314523.5,376857.5,14110.5,178.0,14.0
528434.0,895475.0,6.0,91202.0,4.0,8.0,13.0,177.0,69.0,96.0,360410.0,168024.0,13028.857142857143,165.0,52.0
523545.0,737642.0,5.0,82580.0,4.0,3.0,12.0,187.0,98.0,100.0,299609.0,223936.0,13763.333333333334,198.0,48.0
633777.0,775982.0,4.0,50512.0,2.0,6.0,8.0,144.0,68.0,79.0,506401.0,127376.0,10102.4,147.0,16.0
520696.0,858810.0,4.0,60214.0,3.0,6.0,12.0,148.0,98.0,87.0,452633.0,68063.0,12042.8,185.0,36.0
583979.0,711820.0,2.0,71716.0,2.0,6.0,11.0,163.0,68.0,74.0,365136.5,218842.5,23905.333333333332,142.0,22.0
694214.0,882922.0,5.0,76648.0,3.0,9.0,15.0,198.0,96.0,85.0,510361.5,183852.5,12774.666666666666,181.0,45.0
520755.0,714287.0,6.0,141565.0,1.0,9.0,13.0,146.0,95.0,128.0,77167.0,443588.0,20223.571428571428,223.0,13.0
691439.0,751561.0,5.0,133840.0,1.0,5.0,11.0,141.0,73.0,97.0,186356.5,505082.5,22306.666666666668,170.0,11.0
552511.0,877846.0,7.0,146376.0,3.0,10.0,12.0,141.0,58.0,112.0,171620.0,380891.0,18297.0,170.0,36.0
685661.0,870402.0,6.0,146425.0,1.0,10.0,11.0,149.0,50.0,69.0,238638.5,447022.5,20917.85714285714,119.0,11.0
600224.0,892785.0,7.0,93335.0,4.0,5.0,13.0,200.0,115.0,89.0,367122.0,233102.0,11666.875,204.0,52.0
529515.0,729234.0,5.0,74320.0,2.0,3.0,13.0,144.0,92.0,73.0,330908.5,198606.5,12386.666666666666,165.0,26.0
678056.0,863982.0,5.0,146214.0,2.0,2.0,14.0,155.0,91.0,94.0,184900.5,493155.5,24369.0,185.0,28.0
583113.0,810435.0,6.0,67036.0,5.0,6.0,15.0,167.0,51.0,75.0,430451.5,152661.5,9576.57142857143,126.0,75.0
527637.0,867907.0,2.0,87096.0,5.0,2.0,11.0,147.0,107.0,127.0,351201.5,176435.5,29032.0,234.0,55.0
696024.0,837602.0,4.0,86488.0,1.0,2.0,12.0,160.0,105.0,122.0,420631.0,275393.0,17297.6,227.0,12.0
643034.0,892814.0,5.0,94688.0,5.0,3.0,9.0,173.0,84.0,99.0,389512.0,253522.0,15781.333333333334,183.0,45.0
587975.0,708052.0,3.0,85431.0,5.0,1.0,13.0,147.0,94.0,114.0,307993.0,279982.0,21357.75,208.0,65.0
502932.0,874387.0,7.0,51547.0,2.0,1.0,9.0,146.0,60.0,107.0,474281.5,28650.5,6443.375,167.0,18.0
683163.0,797707.0,2.0,110771.0,3.0,6.0,13.0,196.0,53.0,75.0,301591.0,381572.0,36923.666666666664,128.0,39.0
595967.0,873068.0,5.0,85276.0,5.0,6.0,11.0,157.0,84.0,79.0,397522.0,198445.0,14212.666666666666,163.0,55.0
614503.0,831616.0,7.0,129507.0,2.0,4.0,14.0,163.0,75.0,115.0,197430.5,417072.5,16188.375,190.0,28.0
543821.0,838477.0,2.0,68391.0,2.0,6.0,9.0,146.0,70.0,116.0,421679.5,122141.5,22797.0,186.0,18.0
632794.0,734480.0,7.0,120138.0,3.0,9.0,10.0,155.0,52.0,105.0,224533.5,408260.5,15017.25,157.0,30.0
632159.0,818801.0,2.0,57124.0,2.0,6.0,8.0,152.0,73.0,134.0,501083.5,131075.5,19041.333333333332,207.0,16.0
592057.0,726915.0,6.0,127668.0,2.0,6.0,14.0,188.0,107.0,132.0,149141.5,442915.5,18238.285714285714,239.0,28.0
557000.0,886734.0,3.0,117072.0,1.0,7.0,14.0,162.0,50.0,122.0,262126.5,294873.5,29268.0,172.0,14.0
627884.0,885941.0,3.0,56698.0,4.0,1.0,9.0,198.0,98.0,118.0,530759.0,97125.0,14174.5,216.0,36.0
507549.0,884178.0,6.0,62638.0,2.0,6.0,11.0,150.0,53.0,97.0,445538.0,62011.0,8948.285714285714,150.0,22.0
653978.0,750919.0,7.0,70600.0,1.0,5.0,12.0,161.0,53.0,75.0,413424.5,240553.5,8825.0,128.0,12.0
664037.0,836134.0,2.0,137855.0,1.0,1.0,12.0,156.0,52.0,131.0,198892.0,465145.0,45951.666666666664,183.0,12.0
696353.0,796972.0,7.0,55340.0,3.0,8.0,8.0,169.0,64.0,115.0,533610.5,162742.5,6917.5,179.0,24.0
678535.0,708816.0,6.0,96933.0,3.0,1.0,11.0,146.0,120.0,104.0,302423.0,376112.0,13847.57142857143,224.0,33.0
691841.0,794219.0,5.0,71198.0,5.0,2.0,10.0,146.0,55.0,118.0,458463.5,233377.5,11866.333333333334,173.0,50.0
648456.0,767122.0,7.0,78677.0,1.0,3.0,12.0,164.0,87.0,68.0,385031.0,263425.0,9834.625,155.0,12.0
568702.0,849865.0,7.0,125268.0,1.0,7.0,11.0,176.0,99.0,116.0,208468.0,360234.0,15658.5,215.0,11.0
516722.0,865589.0,4.0,141800.0,1.0,2.0,12.0,197.0,91.0,87.0,123719.5,393002.5,28360.0,178.0,12.0
628266.0,719938.0,4.0,136468.0,1.0,6.0,13.0,195.0,70.0,140.0,131893.5,496372.5,27293.6,210.0,13.0
563886.0,860148.0,3.0,64481.0,5.0,1.0,14.0,163.0,113.0,108.0,455824.5,108061.5,16120.25,221.0,70.0
599626.0,848195.0,4.0,83370.0,2.0,9.0,14.0,161.0,101.0,120.0,419748.0,179878.0,16674.0,221.0,28.0
668817.0,784845.0,5.0,129661.0,1.0,1.0,13.0,147.0,87.0,113.0,206883.5,461933.5,21610.166666666668,200.0,13.0
628200.0,780949.0,4.0,107549.0,4.0,2.0,14.0,141.0,92.0,82.0,274650.0,353550.0,21509.8,174.0,56.0
614371.0,898435.0,7.0,52712.0,5.0,7.0,13.0,136.0,91.0,125.0,547378.0,66993.0,6589.0,216.0,65.0
507001.0,845327.0,2.0,87506.0,5.0,6.0,10.0,185.0,95.0,110.0,331819.5,175181.5,29168.666666666668,205.0,50.0
609622.0,753566.0,7.0,61872.0,2.0,5.0,8.0,191.0,76.0,100.0,427496.5,182125.5,7734.0,176.0,16.0
642569.0,771234.0,2.0,81525.0,1.0,10.0,14.0,135.0,81.0,136.0,431060.0,211509.0,27175.0,217.0,14.0
563396.0,793145.0,4.0,56387.0,4.0,6.0,8.0,173.0,64.0,133.0,456827.5,106568.5,11277.4,197.0,32.0
586019.0,808068.0,2.0,140760.0,5.0,7.0,12.0,167.0,82.0,83.0,144191.5,441827.5,46920.0,165.0,60.0
698719.0,801608.0,3.0,82517.0,5.0,9.0,10.0,167.0,98.0,128.0,451307.5,247411.5,20629.25,226.0,50.0
640461.0,786348.0,7.0,143458.0,2.0,6.0,9.0,192.0,74.0,125.0,135309.0,505152.0,17932.25,199.0,18.0
657245.0,778167.0,7.0,145102.0,1.0,6.0,9.0,174.0,61.0,131.0,133006.5,524238.5,18137.75,192.0,9.0
658355.0,774347.0,2.0,74667.0,4.0,7.0,8.0,167.0,112.0,85.0,426796.5,231558.5,24889.0,197.0,32.0
677780.0,888243.0,4.0,67968.0,1.0,1.0,14.0,165.0,119.0,121.0,510929.0,166851.0,13593.6,240.0,14.0
649207.0,878038.0,4.0,66618.0,2.0,9.0,9.0,172.0,63.0,114.0,526394.0,122813.0,13323.6,177.0,18.0
642181.0,766390.0,2.0,138175.0,1.0,5.0,10.0,193.0,93.0,100.0,153375.5,488805.5,46058.333333333336,193.0,10.0
591911.0,861056.0,6.0,117220.0,5.0,9.0,9.0,148.0,74.0,95.0,285001.5,306909.5,16745.714285714286,169.0,45.0
672595.0,758004.0,2.0,87199.0,1.0,7.0,8.0,149.0,78.0,121.0,375097.5,297497.5,29066.333333333332,199.0,8.0
546188.0,876416.0,4.0,53309.0,5.0,8.0,11.0,160.0,50.0,113.0,515722.5,30465.5,10661.8,163.0,55.0
549630.0,786882.0,6.0,148724.0,2.0,5.0,13.0,170.0,62.0,126.0,71314.0,478316.0,21246.285714285714,188.0,26.0
595886.0,752626.0,2.0,62563.0,2.0,4.0,12.0,158.0,110.0,118.0,424781.0,171105.0,20854.333333333332,228.0,24.0
616026.0,731088.0,2.0,80503.0,1.0,4.0,9.0,168.0,101.0,136.0,352284.5,263741.5,26834.333333333332,237.0,9.0
630489.0,717182.0,5.0,96226.0,1.0,9.0,8.0,191.0,101.0,94.0,317119.0,313370.0,16037.666666666666,195.0,8.0
636955.0,743814.0,3.0,133456.0,5.0,2.0,12.0,182.0,54.0,86.0,158250.5,478704.5,33364.0,140.0,60.0
563990.0,768773.0,7.0,93188.0,1.0,7.0,8.0,181.0,81.0,96.0,293841.0,270149.0,11648.5,177.0,8.0
638462.0,846877.0,6.0,119862.0,4.0,9.0,9.0,143.0,89.0,88.0,289570.5,348891.5,17123.14285714286,177.0,36.0
658059.0,710293.0,2.0,61132.0,1.0,2.0,9.0,169.0,106.0,76.0,439864.5,218194.5,20377.333333333332,182.0,9.0
548369.0,717441.0,5.0,67836.0,4.0,1.0,8.0,174.0,94.0,121.0,360737.5,187631.5,11306.0,215.0,32.0
524837.0,862388.0,5.0,112977.0,1.0,4.0,10.0,194.0,110.0,139.0,240926.0,283911.0,18829.5,249.0,10.0
661027.0,729123.0,6.0,117727.0,4.0,6.0,13.0,200.0,116.0,74.0,224958.5,436068.5,16818.14285714286,190.0,52.0
581950.0,739722.0,3.0,138715.0,1.0,6.0,14.0,159.0,101.0,101.0,110021.5,471928.5,34678.75,202.0,14.0
666176.0,867026.0,4.0,98867.0,2.0,8.0,15.0,196.0,59.0,121.0,387321.5,278854.5,19773.4,180.0,30.0
613678.0,893062.0,5.0,128700.0,5.0,3.0,14.0,144.0,62.0,97.0,238941.0,374737.0,21450.0,159.0,70.0
693495.0,830322.0,6.0,77570.0,5.0,3.0,9.0,182.0,109.0,79.0,449650.0,243845.0,11081.42857142857,188.0,45.0
644097.0,753962.0,3.0,71701.0,5.0,3.0,13.0,169.0,87.0,69.0,414035.0,230062.0,17925.25,156.0,65.0
539406.0,891627.0,6.0,86704.0,1.0,7.0,15.0,175.0,118.0,107.0,373529.0,165877.0,12386.285714285714,225.0,15.0
568580.0,820067.0,7.0,56749.0,2.0,4.0,12.0,135.0,66.0,124.0,459686.5,108893.5,7093.625,190.0,24.0
563955.0,876522.0,2.0,62260.0,1.0,9.0,8.0,149.0,107.0,71.0,500903.0,63052.0,20753.333333333332,178.0,8.0
510402.0,721256.0,3.0,59089.0,3.0,1.0,10.0,171.0,102.0,130.0,379725.0,130677.0,14772.25,232.0,30.0
562835.0,883760.0,2.0,138955.0,2.0,2.0,14.0,181.0,106.0,118.0,167794.0,395041.0,46318.333333333336,224.0,28.0
590862.0,743103.0,3.0,120151.0,5.0,9.0,12.0,142.0,70.0,80.0,217562.0,373300.0,30037.75,150.0,60.0
565310.0,700018.0,7.0,130004.0,1.0,8.0,13.0,163.0,52.0,97.0,120869.5,444440.5,16250.5,149.0,13.0
591776.0,876192.0,4.0,148138.0,5.0,9.0,10.0,179.0,95.0,81.0,172234.5,419541.5,29627.6,176.0,50.0
650901.0,817094.0,2.0,114705.0,5.0,2.0,10.0,176.0,96.0,69.0,276960.5,373940.5,38235.0,165.0,50.0
516828.0,714462.0,3.0,97538.0,3.0,7.0,9.0,198.0,102.0,111.0,234142.5,282685.5,24384.5,213.0,27.0
532317.0,745223.0,3.0,132129.0,2.0,8.0,12.0,200.0,95.0,79.0,126791.5,405525.5,33032.25,174.0,24.0
516158.0,778450.0,7.0,145395.0,3.0,9.0,14.0,188.0,52.0,100.0,87234.5,428923.5,18174.375,152.0,42.0
694491.0,792832.0,4.0,143994.0,5.0,4.0,11.0,135.0,89.0,101.0,169471.0,525020.0,28798.8,190.0,55.0
580419.0,730826.0,3.0,88396.0,3.0,10.0,15.0,176.0,77.0,82.0,352318.5,228100.5,22099.0,159.0,45.0
533558.0,847175.0,5.0,148077.0,2.0,4.0,9.0,182.0,116.0,134.0,97280.5,436277.5,24679.5,250.0,18.0
596157.0,807829.0,3.0,123556.0,4.0,9.0,15.0,162.0,74.0,79.0,237954.0,358203.0,30889.0,153.0,60.0
605944.0,761323.0,6.0,120786.0,4.0,8.0,10.0,159.0,103.0,121.0,213739.0,392205.0,17255.14285714286,224.0,40.0
648184.0,726983.0,4.0,138261.0,2.0,9.0,10.0,169.0,119.0,104.0,163814.0,484370.0,27652.2,223.0,20.0
696090.0,767740.0,5.0,149234.0,5.0,5.0,12.0,199.0,100.0,123.0,136824.5,559265.5,24872.333333333332,223.0,60.0
649375.0,819130.0,5.0,70453.0,4.0,7.0,12.0,170.0,115.0,134.0,460075.0,189300.0,11742.166666666666,249.0,48.0
643136.0,857919.0,5.0,143090.0,2.0,1.0,12.0,161.0,91.0,77.0,176858.0,466278.0,23848.333333333332,168.0,24.0
631301.0,819564.0,4.0,99320.0,3.0,8.0,13.0,161.0,76.0,113.0,344405.5,286895.5,19864.0,189.0,39.0
561469.0,856225.0,2.0,106506.0,3.0,9.0,10.0,174.0,106.0,120.0,312703.0,248766.0,35502.0,226.0,30.0
654498.0,764645.0,4.0,136691.0,5.0,8.0,8.0,155.0,112.0,138.0,180476.5,474021.5,27338.2,250.0,40.0
657665.0,741259.0,7.0,88825.0,1.0,6.0,13.0,143.0,73.0,97.0,339888.0,317777.0,11103.125,170.0,13.0
670179.0,762533.0,3.0,65710.0,2.0,6.0,13.0,165.0,107.0,124.0,457581.0,212598.0,16427.5,231.0,26.0
598099.0,765290.0,7.0,67520.0,2.0,9.0,9.0,141.0,103.0,75.0,432951.5,165147.5,8440.0,178.0,18.0
512510.0,708150.0,5.0,96357.0,4.0,5.0,12.0,181.0,104.0,82.0,225669.5,286840.5,16059.5,186.0,48.0
591763.0,825070.0,7.0,128694.0,5.0,5.0,10.0,165.0,85.0,90.0,188582.0,403181.0,16086.75,175.0,50.0
611487.0,716452.0,2.0,90604.0,3.0,3.0,10.0,198.0,50.0,114.0,302011.5,309475.5,30201.333333333332,164.0,30.0
587138.0,899702.0,3.0,114156.0,1.0,2.0,11.0,182.0,95.0,95.0,286937.5,300200.5,28539.0,190.0,11.0
582509.0,866266.0,6.0,81194.0,5.0,9.0,11.0,182.0,95.0,139.0,427079.0,155430.0,11599.142857142857,234.0,55.0
647470.0,756235.0,6.0,88184.0,4.0,7.0,14.0,141.0,81.0,113.0,354409.5,293060.5,12597.714285714286,194.0,56.0
665221.0,751904.0,5.0,110234.0,2.0,1.0,13.0,176.0,82.0,94.0,266341.0,398880.0,18372.333333333332,176.0,26.0
591081.0,843578.0,2.0,54601.0,5.0,6.0,14.0,198.0,89.0,84.0,504643.5,86437.5,18200.333333333332,173.0,70.0
680771.0,842283.0,4.0,52266.0,3.0,5.0,13.0,139.0,100.0,124.0,553901.0,126870.0,10453.2,224.0,39.0
627725.0,827176.0,7.0,84284.0,3.0,6.0,11.0,141.0,105.0,74.0,386141.0,241584.0,10535.5,179.0,33.0
617306.0,714214.0,6.0,79797.0,1.0,10.0,10.0,192.0,63.0,117.0,392920.5,224385.5,11399.57142857143,180.0,10.0
696006.0,890823.0,7.0,100188.0,4.0,4.0,14.0,143.0,91.0,117.0,385556.5,310449.5,12523.5,208.0,56.0
650744.0,873169.0,7.0,148764.0,1.0,2.0,11.0,170.0,90.0,75.0,158741.5,492002.5,18595.5,165.0,11.0
506788.0,855417.0,2.0,123317.0,2.0,2.0,13.0,180.0,88.0,125.0,188131.5,318656.5,41105.666666666664,213.0,26.0
679306.0,783183.0,5.0,53831.0,4.0,2.0,14.0,161.0,106.0,100.0,515167.5,164138.5,8971.833333333334,206.0,56.0
509814.0,747248.0,6.0,149191.0,1.0,3.0,8.0,184.0,100.0,103.0,28226.5,481587.5,21313.0,203.0,8.0
555553.0,756209.0,4.0,86142.0,4.0,9.0,11.0,154.0,111.0,91.0,341076.0,214477.0,17228.4,202.0,44.0
571728.0,707666.0,4.0,78673.0,4.0,7.0,12.0,179.0,77.0,94.0,333655.5,238072.5,15734.6,171.0,48.0
688828.0,866136.0,4.0,118319.0,1.0,5.0,10.0,146.0,93.0,73.0,305463.0,383365.0,23663.8,166.0,10.0
560875.0,876132.0,2.0,115616.0,1.0,3.0,9.0,141.0,101.0,98.0,256356.0,304519.0,38538.666666666664,199.0,9.0
540975.0,703481.0,4.0,63419.0,5.0,6.0,13.0,141.0,75.0,104.0,373735.0,167240.0,12683.8,179.0,65.0
660665.0,842967.0,4.0,88153.0,3.0,1.0,9.0,152.0,115.0,135.0,399055.5,261609.5,17630.6,250.0,27.0
574353.0,884315.0,2.0,140286.0,2.0,4.0,11.0,172.0,79.0,105.0,168940.5,405412.5,46762.0,184.0,22.0
565719.0,767052.0,3.0,65293.0,4.0,4.0,10.0,193.0,105.0,69.0,406349.5,159369.5,16323.25,174.0,40.0
560455.0,776230.0,4.0,79799.0,4.0,6.0,14.0,166.0,84.0,121.0,353318.0,207137.0,15959.8,205.0,56.0
680056.0,742511.0,7.0,61687.0,4.0,2.0,8.0,154.0,69.0,74.0,456840.5,223215.5,7710.875,143.0,32.0
637577.0,744443.0,5.0,99114.0,3.0,2.0,14.0,189.0,120.0,86.0,293424.5,344152.5,16519.0,206.0,42.0
676577.0,855183.0,5.0,52489.0,2.0,9.0,11.0,153.0,56.0,99.0,584116.5,92460.5,8748.166666666666,155.0,22.0
536806.0,725621.0,3.0,133466.0,4.0,2.0,9.0,161.0,99.0,85.0,97969.0,438837.0,33366.5,184.0,36.0
606327.0,838077.0,3.0,60414.0,3.0,5.0,12.0,164.0,110.0,72.0,482353.5,123973.5,15103.5,182.0,36.0
646250.0,839109.0,7.0,124667.0,5.0,5.0,15.0,163.0,53.0,129.0,239018.0,407232.0,15583.375,182.0,75.0
560976.0,719003.0,7.0,130523.0,5.0,5.0,10.0,187.0,75.0,129.0,112864.5,448111.5,16315.375,204.0,50.0
699570.0,848194.0,4.0,116981.0,2.0,7.0,12.0,199.0,113.0,111.0,314149.0,385421.0,23396.2,224.0,24.0
573022.0,817830.0,6.0,54169.0,3.0,2.0,12.0,191.0,102.0,111.0,475273.5,97748.5,7738.428571428572,213.0,36.0
519909.0,789003.0,4.0,66514.0,3.0,10.0,13.0,139.0,50.0,69.0,438223.0,81686.0,13302.8,119.0,39.0
627918.0,872779.0,5.0,78154.0,5.0,6.0,10.0,165.0,100.0,124.0,441865.0,186053.0,13025.666666666666,224.0,50.0
630255.0,768636.0,2.0,136449.0,2.0,6.0,15.0,192.0,120.0,136.0,157874.0,472381.0,45483.0,256.0,30.0
652175.0,756878.0,3.0,96686.0,5.0,4.0,10.0,190.0,115.0,140.0,320008.0,332167.0,24171.5,255.0,50.0
600762.0,858008.0,2.0,118272.0,4.0,10.0,9.0,152.0,118.0,79.0,307008.0,293754.0,39424.0,197.0,36.0
